pmid,contrast_id,contrast_label,contrast_type,contrast_category,method_category,arm_1,arm_2,analysis_method,analysis_scope,direction,n_subjects,disease_condition,title
34949986,con_corr_slow5_cerebellum_VAS,Correlation: slow-5 zALFF in cerebellum vs VAS score after AAS,Pearson correlation between zALFF and clinical outcome,correlation_clinical,correlation_brain_behavior,arm_CLBP,not_applicable,Pearson correlation coefficient,ROI,positive correlation with VAS score after AAS; negative correlation with change in VAS score,38,Chronic low back pain (CLBP),Frequency-Specific Blood Oxygen Level Dependent Oscillations Associated With Pain Relief From Ankle Acupuncture in Patients With Chronic Low Back Pain
34949986,con_corr_slow3_cerebellum_VAS,Correlation: slow-3 zALFF in cerebellum vs VAS score after AAS,Pearson correlation between zALFF and clinical outcome,correlation_clinical,correlation_brain_behavior,arm_CLBP,not_applicable,Pearson correlation coefficient,ROI,positive correlation with VAS score after AAS,38,Chronic low back pain (CLBP),Frequency-Specific Blood Oxygen Level Dependent Oscillations Associated With Pain Relief From Ankle Acupuncture in Patients With Chronic Low Back Pain
34949986,con_corr_norm2_insula_VAS,Correlation: norm-2 zALFF in right insula vs change in VAS score after AAS,Pearson correlation between zALFF and clinical outcome,correlation_clinical,correlation_brain_behavior,arm_CLBP,not_applicable,Pearson correlation coefficient,ROI,negative correlation with changes in VAS score after AAS,38,Chronic low back pain (CLBP),Frequency-Specific Blood Oxygen Level Dependent Oscillations Associated With Pain Relief From Ankle Acupuncture in Patients With Chronic Low Back Pain
34949986,con_corr_slow4_insula_VAS,Correlation: slow-4 zALFF in right insula vs change in VAS score after AAS,Pearson correlation between zALFF and clinical outcome,correlation_clinical,correlation_brain_behavior,arm_CLBP,not_applicable,Pearson correlation coefficient,ROI,negative correlation with changes in VAS score after AAS,38,Chronic low back pain (CLBP),Frequency-Specific Blood Oxygen Level Dependent Oscillations Associated With Pain Relief From Ankle Acupuncture in Patients With Chronic Low Back Pain
34949986,con_group_interaction_narrative,Main effects of group and group × treatment interaction,mixed-effects: main effect of group; group × condition interaction,group_comparison,whole_brain_activation,arm_CLBP,arm_HC,mixed-effects analysis in DPABI (V4.1),whole_brain,not_reported,38,Chronic low back pain (CLBP),Frequency-Specific Blood Oxygen Level Dependent Oscillations Associated With Pain Relief From Ankle Acupuncture in Patients With Chronic Low Back Pain
34949986,34867142_C1,The ALFF results of main effects (AAS-TSA) - Norm-1 band,ALFF,verum_gt_sham,whole_brain_activation,AAS,TSA,ALFF,whole_brain,AAS > TSA and AAS < TSA,38,Chronic low back pain (CLBP),Frequency-Specific Blood Oxygen Level Dependent Oscillations Associated With Pain Relief From Ankle Acupuncture in Patients With Chronic Low Back Pain
34949986,34867142_C2,The ALFF results of main effects (AAS-TSA) - Norm-2 band,ALFF,verum_gt_sham,whole_brain_activation,AAS,TSA,ALFF,whole_brain,AAS > TSA and AAS < TSA,38,Chronic low back pain (CLBP),Frequency-Specific Blood Oxygen Level Dependent Oscillations Associated With Pain Relief From Ankle Acupuncture in Patients With Chronic Low Back Pain
34949986,34867142_C3,The ALFF results of main effects (AAS-TSA) - Slow-5 band,ALFF,verum_gt_sham,whole_brain_activation,AAS,TSA,ALFF,whole_brain,AAS > TSA and AAS < TSA,38,Chronic low back pain (CLBP),Frequency-Specific Blood Oxygen Level Dependent Oscillations Associated With Pain Relief From Ankle Acupuncture in Patients With Chronic Low Back Pain
34949986,34867142_C4,The ALFF results of main effects (AAS-TSA) - Slow-4 band,ALFF,verum_gt_sham,whole_brain_activation,AAS,TSA,ALFF,whole_brain,AAS > TSA and AAS < TSA,38,Chronic low back pain (CLBP),Frequency-Specific Blood Oxygen Level Dependent Oscillations Associated With Pain Relief From Ankle Acupuncture in Patients With Chronic Low Back Pain
34949986,34867142_C5,The ALFF results of main effects (AAS-TSA) - Slow-3 band,ALFF,verum_gt_sham,whole_brain_activation,AAS,TSA,ALFF,whole_brain,AAS > TSA and AAS < TSA,38,Chronic low back pain (CLBP),Frequency-Specific Blood Oxygen Level Dependent Oscillations Associated With Pain Relief From Ankle Acupuncture in Patients With Chronic Low Back Pain
34949986,34867142_C6,The ALFF results of main effects (AAS-TSA) - Slow-2 band,ALFF,verum_gt_sham,whole_brain_activation,AAS,TSA,ALFF,whole_brain,AAS > TSA and AAS < TSA,38,Chronic low back pain (CLBP),Frequency-Specific Blood Oxygen Level Dependent Oscillations Associated With Pain Relief From Ankle Acupuncture in Patients With Chronic Low Back Pain
35048524,con1_cnsp_pre_vs_hc_decreased,decreased PAG-based functional connectivity in patients with CNSP at pre-acupuncture compared to HCs,between-group comparison (patients pre-acupuncture < HCs),group_comparison,seed_based_fc,arm_cnsp,arm_hc,Group level two-sample unpaired t-test; non-parametric permutation testing with TFCE,seed_based,decreased,60,Chronic neck and shoulder pain (CNSP),Modulation effect of acupuncture treatment on chronic neck and shoulder pain in female patients: Evidence from periaqueductal gray-based functional connectivity
35048524,con2_cnsp_pre_vs_hc_increased,increased PAG-based functional connectivity in patients with CNSP at pre-acupuncture compared to HCs,between-group comparison (patients pre-acupuncture > HCs),group_comparison,seed_based_fc,arm_cnsp,arm_hc,Group level two-sample unpaired t-test; non-parametric permutation testing with TFCE,seed_based,increased,60,Chronic neck and shoulder pain (CNSP),Modulation effect of acupuncture treatment on chronic neck and shoulder pain in female patients: Evidence from periaqueductal gray-based functional connectivity
35048524,con3_cnsp_post_vs_pre_increased,increased PAG-based functional connectivity at post-acupuncture compared to pre-acupuncture in patients with CNSP,within-group comparison (post-acupuncture > pre-acupuncture),verum_post_gt_pre,seed_based_fc,arm_cnsp,not_applicable,two-sample paired t-test; non-parametric permutation testing with TFCE,seed_based,increased,60,Chronic neck and shoulder pain (CNSP),Modulation effect of acupuncture treatment on chronic neck and shoulder pain in female patients: Evidence from periaqueductal gray-based functional connectivity
35048524,con4_pag_pins_strength_pre_vs_post,PAG-pIns functional connectivity strength: pre-acupuncture vs post-acupuncture in patients with CNSP,within-group pairwise t-test on FC strength,verum_post_gt_pre,roi_fc,arm_cnsp,not_applicable,two-sample paired t-test,ROI,increased (post > pre),60,Chronic neck and shoulder pain (CNSP),Modulation effect of acupuncture treatment on chronic neck and shoulder pain in female patients: Evidence from periaqueductal gray-based functional connectivity
35048524,con5_pag_pins_strength_pre_vs_hc,PAG-pIns functional connectivity strength: patients with CNSP at pre-acupuncture vs HCs,between-group pairwise t-test on FC strength,group_comparison,roi_fc,arm_cnsp,arm_hc,two-sample unpaired t-test,ROI,decreased (patients pre < HCs),60,Chronic neck and shoulder pain (CNSP),Modulation effect of acupuncture treatment on chronic neck and shoulder pain in female patients: Evidence from periaqueductal gray-based functional connectivity
35048524,con6_pag_pins_strength_post_vs_hc,PAG-pIns functional connectivity strength: patients with CNSP at post-acupuncture vs HCs,between-group pairwise t-test on FC strength,group_comparison,roi_fc,arm_cnsp,arm_hc,two-sample unpaired t-test,ROI,no significant difference,60,Chronic neck and shoulder pain (CNSP),Modulation effect of acupuncture treatment on chronic neck and shoulder pain in female patients: Evidence from periaqueductal gray-based functional connectivity
35048524,con7_correlation_pag_pins_pcs,correlation between percent change of PAG-pIns functional connectivity strength and percent change of trait pain catastrophizing (PCS) after acupuncture treatment,correlation analysis,correlation_clinical,correlation_brain_behavior,arm_cnsp,not_applicable,Spearman correlation analysis with age controlled as covariate,ROI,positive correlation (increased PAG-pIns FC correlated with decreased PCS score),60,Chronic neck and shoulder pain (CNSP),Modulation effect of acupuncture treatment on chronic neck and shoulder pain in female patients: Evidence from periaqueductal gray-based functional connectivity
35048524,con8_left_pag_control,left PAG (control seed region)-based functional connectivity between groups,between-group comparison using control seed,group_comparison,seed_based_fc,arm_cnsp,arm_hc,not_reported (described as control analysis),seed_based,no significant difference observed,60,Chronic neck and shoulder pain (CNSP),Modulation effect of acupuncture treatment on chronic neck and shoulder pain in female patients: Evidence from periaqueductal gray-based functional connectivity
35048524,25206815_C1,Verum SJ5 > Rest (activation),activation,verum_gt_rest,whole_brain_activation,25206815_verumSJ5,,activation,whole_brain,activation,60,Chronic neck and shoulder pain (CNSP),Modulation effect of acupuncture treatment on chronic neck and shoulder pain in female patients: Evidence from periaqueductal gray-based functional connectivity
35048524,25206815_C2,Verum SJ5 > Rest (deactivation),activation,deactivation,whole_brain_activation,25206815_verumSJ5,,activation,whole_brain,deactivation,60,Chronic neck and shoulder pain (CNSP),Modulation effect of acupuncture treatment on chronic neck and shoulder pain in female patients: Evidence from periaqueductal gray-based functional connectivity
35048524,25206815_C3,Sham > Rest (activation),activation,sham_gt_rest,whole_brain_activation,25206815_sham,,activation,whole_brain,activation,60,Chronic neck and shoulder pain (CNSP),Modulation effect of acupuncture treatment on chronic neck and shoulder pain in female patients: Evidence from periaqueductal gray-based functional connectivity
35048524,25206815_C4,Sham > Rest (deactivation),activation,deactivation,whole_brain_activation,25206815_sham,,activation,whole_brain,deactivation,60,Chronic neck and shoulder pain (CNSP),Modulation effect of acupuncture treatment on chronic neck and shoulder pain in female patients: Evidence from periaqueductal gray-based functional connectivity
35048524,25206815_C5,Sham > Verum SJ5 (deactivation: regions more deactivated in verum than sham),activation,deactivation,whole_brain_activation,25206815_sham,25206815_verumSJ5,activation,whole_brain,deactivation,60,Chronic neck and shoulder pain (CNSP),Modulation effect of acupuncture treatment on chronic neck and shoulder pain in female patients: Evidence from periaqueductal gray-based functional connectivity
35096130,contrast_01,After acupuncture < before acupuncture (decreased ReHo),Within-subject paired comparison: post-acupuncture minus pre-acupuncture (decrease direction),deactivation,whole_brain_activation,arm_verum_ea,not_applicable,Regional homogeneity (ReHo) whole brain analysis; paired t-test; Kendall concordance coefficient (KCC) calculated between each voxel and its adjacent 26 voxels; GRF correction,whole_brain,Decrease (After acupuncture < before acupuncture),20,Healthy volunteers; no disease condition,Functional Magnetic Resonance Imaging Study of Electroacupuncture Stimulating Uterine Acupoints
35115998,con_PAG_KOA_vs_HC_post,Group differences of FC between KOA and HC at post-acupuncture (PAG seed),"between-group comparison, KOA < HC",group_comparison,seed_based_fc,arm_KOA,arm_HC,unpaired two-sampled t-test,seed_based,KOA < HC (lower FC in patients with KOA),30,Knee osteoarthritis (KOA) with chronic pain,Acupuncture Enhances Dorsal Raphe Functional Connectivity in Knee Osteoarthritis With Chronic Pain
35115998,con_PAG_pre_vs_post_KOA,FC changes of PAG between pre-acupuncture and post-acupuncture in KOA,"within-group comparison, pre vs post",verum_post_gt_pre,seed_based_fc,arm_KOA,not_applicable,paired two-sampled t-test,seed_based,no significant FC changes observed,30,Knee osteoarthritis (KOA) with chronic pain,Acupuncture Enhances Dorsal Raphe Functional Connectivity in Knee Osteoarthritis With Chronic Pain
35115998,con_PAG_pre_vs_post_HC,FC changes of PAG between pre-acupuncture and post-acupuncture in HC,"within-group comparison, pre vs post",verum_post_gt_pre,seed_based_fc,arm_HC,not_applicable,paired two-sampled t-test,seed_based,no significant FC changes observed,30,Knee osteoarthritis (KOA) with chronic pain,Acupuncture Enhances Dorsal Raphe Functional Connectivity in Knee Osteoarthritis With Chronic Pain
35115998,con_PAG_KOA_vs_HC_pre,FC differences of PAG between KOA and HC at pre-acupuncture,between-group comparison at pre-acupuncture,group_comparison,seed_based_fc,arm_KOA,arm_HC,unpaired two-sampled t-test,seed_based,no significant FC differences found,30,Knee osteoarthritis (KOA) with chronic pain,Acupuncture Enhances Dorsal Raphe Functional Connectivity in Knee Osteoarthritis With Chronic Pain
35115998,con_DRPN_KOA_vs_HC_post,Group differences of FC between KOA and HC at post-acupuncture (dorsal raphe seed),"between-group comparison, KOA > HC",group_comparison,seed_based_fc,arm_KOA,arm_HC,unpaired two-sampled t-test,seed_based,KOA > HC (higher FC in patients with KOA),30,Knee osteoarthritis (KOA) with chronic pain,Acupuncture Enhances Dorsal Raphe Functional Connectivity in Knee Osteoarthritis With Chronic Pain
35115998,con_DRPN_pre_vs_post_KOA,FC difference of right putamen between pre-acupuncture and post-acupuncture in KOA (dorsal raphe seed),"within-group comparison, pre vs post",verum_post_gt_pre,seed_based_fc,arm_KOA,not_applicable,paired two-sampled t-test,seed_based,significant increase post-acupuncture,30,Knee osteoarthritis (KOA) with chronic pain,Acupuncture Enhances Dorsal Raphe Functional Connectivity in Knee Osteoarthritis With Chronic Pain
