pmid,arm_id,arm_type,outcome_measure,outcome_domain,scale_name,timepoint_raw,timepoint_class,reporting_format,value_exact,parse_method,parsed_format,mean,sd,se,median,iqr_low,iqr_high,ci_low,ci_high,count,pct,pre_mean,pre_sd,post_mean,post_sd,n_analyzed,higher_is_better,scale_min,scale_max,instrument_matched,disease_condition,healthy_volunteers,within_group_change,between_group_difference,effect_size_reported,p_value
36890655,arm_VA,verum_acupuncture,SF-MPQ (short-form McGill pain questionnaire),pain,short-form McGill pain questionnaire (SF-MPQ),Baseline,baseline,median [IQR],"9.25 (7.00, 12.75)",regex,median_iqr,9.666666666666666,4.259259259259259,,9.25,7.0,12.75,,,,,,,,,28.0,False,0.0,45.0,True,Knee osteoarthritis (KOA) with knee pain,True,not_reported,not_reported,not_reported,not_reported
36890655,arm_VA,verum_acupuncture,SF-MPQ (short-form McGill pain questionnaire),pain,short-form McGill pain questionnaire (SF-MPQ),End of treatment (after 2 weeks),post,median [IQR],"4.50 (2.00, 7.75)",regex,median_iqr,4.75,4.259259259259259,,4.5,2.0,7.75,,,,,,,,,28.0,False,0.0,45.0,True,Knee osteoarthritis (KOA) with knee pain,True,not_reported,not_reported,not_reported,< 0.001
36890655,arm_SA,sham_acupuncture,SF-MPQ (short-form McGill pain questionnaire),pain,short-form McGill pain questionnaire (SF-MPQ),End of treatment (after 2 weeks),post,median [IQR],"6.00 (4.00, 7.75)",regex,median_iqr,5.916666666666667,2.7777777777777777,,6.0,4.0,7.75,,,,,,,,,32.0,False,0.0,45.0,True,Knee osteoarthritis (KOA) with knee pain,True,not_reported,not_reported,not_reported,< 0.001
36890655,arm_SC,medication,SF-MPQ (short-form McGill pain questionnaire),pain,short-form McGill pain questionnaire (SF-MPQ),End of treatment (after 2 weeks),post,median [IQR],"5.00 (4.00, 7.00)",regex,median_iqr,5.333333333333333,2.222222222222222,,5.0,4.0,7.0,,,,,,,,,29.0,False,0.0,45.0,True,Knee osteoarthritis (KOA) with knee pain,True,not_reported,not_reported,not_reported,< 0.001
36890655,arm_PB,placebo,SF-MPQ (short-form McGill pain questionnaire),pain,short-form McGill pain questionnaire (SF-MPQ),End of treatment (after 2 weeks),post,median [IQR],"6.00 (5.00, 8.00)",regex,median_iqr,6.333333333333333,2.222222222222222,,6.0,5.0,8.0,,,,,,,,,30.0,False,0.0,45.0,True,Knee osteoarthritis (KOA) with knee pain,True,not_reported,not_reported,not_reported,< 0.001
36890655,arm_WL,waitlist,SF-MPQ (short-form McGill pain questionnaire),pain,short-form McGill pain questionnaire (SF-MPQ),End of treatment (after 2 weeks),post,median [IQR],"6.00 (4.75, 7.00)",regex,median_iqr,5.916666666666667,1.6666666666666663,,6.0,4.75,7.0,,,,,,,,,30.0,False,0.0,45.0,True,Knee osteoarthritis (KOA) with knee pain,True,not_reported,not_reported,not_reported,< 0.001
36890655,arm_SC,medication,SF-MPQ change (End - Baseline),pain,short-form McGill pain questionnaire (SF-MPQ),End of treatment minus Baseline,baseline,median [IQR],"SC: -4.00 (-6.00, -2.00); PB: -2.00 (-3.63, 0.00)",unparseable,,,,,,,,,,,,,,,,,False,0.0,45.0,True,Knee osteoarthritis (KOA) with knee pain,True,not_reported,statistically significant difference between SC and PB (p = 0.002),not_reported,0.002
36890655,arm_AG,verum_acupuncture,SF-MPQ change (End - Baseline),pain,short-form McGill pain questionnaire (SF-MPQ),End of treatment minus Baseline,baseline,median [IQR],"AG: -4.00 (-7.00, -2.13); PB: -2.00 (-3.63, 0.00)",unparseable,,,,,,,,,,,,,,,,,False,0.0,45.0,True,Knee osteoarthritis (KOA) with knee pain,True,not_reported,statistically significant difference between AG and PB (p < 0.001),not_reported,< 0.001
36890655,arm_AG,verum_acupuncture,SF-MPQ change (End - Baseline),pain,short-form McGill pain questionnaire (SF-MPQ),End of treatment minus Baseline,baseline,median [IQR],"AG: -4.00 (-7.00, -2.13); WL: -2.00 (-4.25, -1.00)",unparseable,,,,,,,,,,,,,,,,,False,0.0,45.0,True,Knee osteoarthritis (KOA) with knee pain,True,not_reported,statistically significant difference between AG and WL (p = 0.002),not_reported,0.002
36890655,arm_VA,verum_acupuncture,WOMAC scores (Western Ontario and McMaster Universities Osteoarthritis Index),function,Western Ontario and McMaster Universities Osteoarthritis Index (WOMAC),Baseline,baseline,median [IQR],"27.00 (13.00, 47.50)",regex,median_iqr,29.166666666666668,25.555555555555554,,27.0,13.0,47.5,,,,,,,,,28.0,False,0.0,96.0,True,Knee osteoarthritis (KOA) with knee pain,True,not_reported,not_reported,not_reported,not_reported
36890655,arm_VA,verum_acupuncture,WOMAC scores (Western Ontario and McMaster Universities Osteoarthritis Index),function,Western Ontario and McMaster Universities Osteoarthritis Index (WOMAC),End of treatment (after 2 weeks),post,median [IQR],"11.50 (2.50, 23.50)",regex,median_iqr,12.5,15.555555555555555,,11.5,2.5,23.5,,,,,,,,,28.0,False,0.0,96.0,True,Knee osteoarthritis (KOA) with knee pain,True,not_reported,not_reported,not_reported,< 0.001
36890655,arm_SC,medication,WOMAC change (End - Baseline),function,Western Ontario and McMaster Universities Osteoarthritis Index (WOMAC),End of treatment minus Baseline,baseline,median [IQR],"SC: -16.00 (-27.00, -8.50); PB: -5.00 (-13.25, -2.00)",unparseable,,,,,,,,,,,,,,,,,False,0.0,96.0,True,Knee osteoarthritis (KOA) with knee pain,True,not_reported,statistically significant difference between SC and PB (p = 0.004),not_reported,0.004
36890655,arm_AG,verum_acupuncture,WOMAC change (End - Baseline),function,Western Ontario and McMaster Universities Osteoarthritis Index (WOMAC),End of treatment minus Baseline,baseline,median [IQR],"AG: -13.00 (-21.75, -6.00); PB: -5.00 (-13.25, -2.00)",unparseable,,,,,,,,,,,,,,,,,False,0.0,96.0,True,Knee osteoarthritis (KOA) with knee pain,True,not_reported,statistically significant difference between AG and PB (p = 0.023),not_reported,0.023
36890655,arm_AG,verum_acupuncture,WOMAC change (End - Baseline),function,Western Ontario and McMaster Universities Osteoarthritis Index (WOMAC),End of treatment minus Baseline,baseline,median [IQR],"AG: -13.00 (-21.75, -6.00); WL: -6.50 (-17.25, -1.00)",unparseable,,,,,,,,,,,,,,,,,False,0.0,96.0,True,Knee osteoarthritis (KOA) with knee pain,True,not_reported,p = 0.047,not_reported,0.047
36890655,arm_VA,verum_acupuncture,SF-12 score (12-item short-form health survey),quality_of_life,12-item short-form health survey (SF-12),Baseline,baseline,median [IQR],"35.50 (30.25, 37.50)",regex,median_iqr,34.416666666666664,5.37037037037037,,35.5,30.25,37.5,,,,,,,,,28.0,True,0.0,100.0,True,Knee osteoarthritis (KOA) with knee pain,True,not_reported,not_reported,not_reported,not_reported
36890655,arm_VA,verum_acupuncture,SF-12 score (12-item short-form health survey),quality_of_life,12-item short-form health survey (SF-12),End of treatment (after 2 weeks),post,median [IQR],"36.50 (32.00, 41.00)",regex,median_iqr,36.5,6.666666666666666,,36.5,32.0,41.0,,,,,,,,,28.0,True,0.0,100.0,True,Knee osteoarthritis (KOA) with knee pain,True,not_reported,not_reported,not_reported,0.010
36890655,arm_AG,verum_acupuncture,SF-12 change (End - Baseline),quality_of_life,12-item short-form health survey (SF-12),End of treatment minus Baseline,baseline,median [IQR],"AG: 1.00 (0.00, 4.00); WL: 0.50 (-0.25, 2.25)",unparseable,,,,,,,,,,,,,,,,,True,0.0,100.0,True,Knee osteoarthritis (KOA) with knee pain,True,not_reported,statistically significant difference between AG and WL (p = 0.024),not_reported,0.024
36922926,acu,verum_acupuncture,Montreal Cognitive Assessment (MoCA),cognition,MoCA,Baseline,baseline,median [IQR],22.00 (6.00),regex,mean_sd,22.0,6.0,,,,,,,,,,,,,25.0,True,0.0,30.0,True,Cerebral small vessel disease cognitive impairment (CSVDCI),False,not_reported,not_reported,not_reported,0.319
36922926,con,active_control,Montreal Cognitive Assessment (MoCA),cognition,MoCA,Baseline,baseline,median [IQR],22.00 (6.00),regex,mean_sd,22.0,6.0,,,,,,,,,,,,,19.0,True,0.0,30.0,True,Cerebral small vessel disease cognitive impairment (CSVDCI),False,not_reported,not_reported,not_reported,0.319
36922926,acu,verum_acupuncture,Symbol Digit Modalities Test (SDMT),cognition,SDMT,Baseline,baseline,median [IQR],52.00 (14.00),regex,mean_sd,52.0,14.0,,,,,,,,,,,,,25.0,True,,,True,Cerebral small vessel disease cognitive impairment (CSVDCI),False,not_reported,not_reported,not_reported,0.859
36922926,con,active_control,Symbol Digit Modalities Test (SDMT),cognition,SDMT,Baseline,baseline,median [IQR],51.00 (10.00),regex,mean_sd,51.0,10.0,,,,,,,,,,,,,19.0,True,,,True,Cerebral small vessel disease cognitive impairment (CSVDCI),False,not_reported,not_reported,not_reported,0.859
36922926,acu,verum_acupuncture,Verbal Fluency Test (VFT),cognition,VFT,Baseline,baseline,median [IQR],21.00 (8.00),regex,mean_sd,21.0,8.0,,,,,,,,,,,,,25.0,,,,False,Cerebral small vessel disease cognitive impairment (CSVDCI),False,not_reported,not_reported,not_reported,0.243
36922926,con,active_control,Verbal Fluency Test (VFT),cognition,VFT,Baseline,baseline,median [IQR],20.00 (5.00),regex,mean_sd,20.0,5.0,,,,,,,,,,,,,19.0,,,,False,Cerebral small vessel disease cognitive impairment (CSVDCI),False,not_reported,not_reported,not_reported,0.243
36922926,acu,verum_acupuncture,Digit Span Task (DST),cognition,DST,Baseline,baseline,mean ± SD,7.36 ± 1.97,regex,mean_sd,7.36,1.97,,,,,,,,,,,,,25.0,,,,False,Cerebral small vessel disease cognitive impairment (CSVDCI),False,not_reported,not_reported,not_reported,0.103
36922926,con,active_control,Digit Span Task (DST),cognition,DST,Baseline,baseline,mean ± SD,6.47 ± 1.39,regex,mean_sd,6.47,1.39,,,,,,,,,,,,,19.0,,,,False,Cerebral small vessel disease cognitive impairment (CSVDCI),False,not_reported,not_reported,not_reported,0.103
36922926,acu,verum_acupuncture,Boston Naming Test (BNT),cognition,BNT,Baseline,baseline,mean ± SD,17.96 ± 2.49,regex,mean_sd,17.96,2.49,,,,,,,,,,,,,25.0,True,,,True,Cerebral small vessel disease cognitive impairment (CSVDCI),False,not_reported,not_reported,not_reported,0.431
36922926,con,active_control,Boston Naming Test (BNT),cognition,BNT,Baseline,baseline,mean ± SD,17.36 ± 2.38,regex,mean_sd,17.36,2.38,,,,,,,,,,,,,19.0,True,,,True,Cerebral small vessel disease cognitive impairment (CSVDCI),False,not_reported,not_reported,not_reported,0.431
36922926,acu,verum_acupuncture,Montreal Cognitive Assessment (MoCA) - pre-to-post change,cognition,MoCA,Post-treatment (after 12 weeks),post,median [IQR],2.0 (2.0),regex,mean_sd,2.0,2.0,,,,,,,,,,,,,25.0,True,0.0,30.0,True,Cerebral small vessel disease cognitive impairment (CSVDCI),False,Rank: 2.0 (2.0); Percentage: 10.53%,P = 0.015,not_reported,0.015
36922926,con,active_control,Montreal Cognitive Assessment (MoCA) - pre-to-post change,cognition,MoCA,Post-treatment (after 12 weeks),post,median [IQR],1.0 (2.0),regex,mean_sd,1.0,2.0,,,,,,,,,,,,,19.0,True,0.0,30.0,True,Cerebral small vessel disease cognitive impairment (CSVDCI),False,Rank: 1.0 (2.0); Percentage: 6.55%,P = 0.015,not_reported,0.015
36922926,acu,verum_acupuncture,Symbol Digit Modalities Test (SDMT) - pre-to-post change,cognition,SDMT,Post-treatment (after 12 weeks),post,median [IQR],4.0 (2.0),regex,mean_sd,4.0,2.0,,,,,,,,,,,,,25.0,True,,,True,Cerebral small vessel disease cognitive impairment (CSVDCI),False,Rank: 4.0 (2.0); Percentage: 8.15%,P = 0.000,not_reported,0.000
36922926,con,active_control,Symbol Digit Modalities Test (SDMT) - pre-to-post change,cognition,SDMT,Post-treatment (after 12 weeks),post,median [IQR],2.0 (1.0),regex,mean_sd,2.0,1.0,,,,,,,,,,,,,19.0,True,,,True,Cerebral small vessel disease cognitive impairment (CSVDCI),False,Rank: 2.0 (1.0); Percentage: 2.23%,P = 0.000,not_reported,0.000
36922926,acu,verum_acupuncture,Verbal Fluency Test (VFT) - pre-to-post change,cognition,VFT,Post-treatment (after 12 weeks),post,median [IQR],3.0 (1.5),regex,mean_sd,3.0,1.5,,,,,,,,,,,,,25.0,,,,False,Cerebral small vessel disease cognitive impairment (CSVDCI),False,Rank: 3.0 (1.5); Percentage: 15.56%,P = 0.009,not_reported,0.009
36922926,con,active_control,Verbal Fluency Test (VFT) - pre-to-post change,cognition,VFT,Post-treatment (after 12 weeks),post,median [IQR],2.0 (2.0),regex,mean_sd,2.0,2.0,,,,,,,,,,,,,19.0,,,,False,Cerebral small vessel disease cognitive impairment (CSVDCI),False,Rank: 2.0 (2.0); Percentage: 9.72%,P = 0.009,not_reported,0.009
36922926,acu,verum_acupuncture,Digit Span Task (DST) - pre-to-post change,cognition,DST,Post-treatment (after 12 weeks),post,median [IQR],2.0 (1.0),regex,mean_sd,2.0,1.0,,,,,,,,,,,,,25.0,,,,False,Cerebral small vessel disease cognitive impairment (CSVDCI),False,Rank: 2.0 (1.0); Percentage: 35.52%,P = 0.005,not_reported,0.005
36922926,con,active_control,Digit Span Task (DST) - pre-to-post change,cognition,DST,Post-treatment (after 12 weeks),post,median [IQR],1.0 (2.0),regex,mean_sd,1.0,2.0,,,,,,,,,,,,,19.0,,,,False,Cerebral small vessel disease cognitive impairment (CSVDCI),False,Rank: 1.0 (2.0); Percentage: 32.85%,P = 0.005,not_reported,0.005
36922926,acu,verum_acupuncture,Boston Naming Test (BNT) - pre-to-post change,cognition,BNT,Post-treatment (after 12 weeks),post,median [IQR],2.0 (2.0),regex,mean_sd,2.0,2.0,,,,,,,,,,,,,25.0,True,,,True,Cerebral small vessel disease cognitive impairment (CSVDCI),False,Rank: 2.0 (2.0); Percentage: 10.86%,P = 0.015,not_reported,0.015
36922926,con,active_control,Boston Naming Test (BNT) - pre-to-post change,cognition,BNT,Post-treatment (after 12 weeks),post,median [IQR],1.0 (2.0),regex,mean_sd,1.0,2.0,,,,,,,,,,,,,19.0,True,,,True,Cerebral small vessel disease cognitive impairment (CSVDCI),False,Rank: 1.0 (2.0); Percentage: 7.90%,P = 0.015,not_reported,0.015
37025199,not_applicable,,Hamilton depression scale scores,mood,Hamilton depression scale,post-tVNS treatment,other,narrative,Hamilton depression scale scores were significantly reduced,unparseable,,,,,,,,,,,,,,,,,False,,,True,"Depression; also covers anxiety, irritable bowel syndrome, stroke, Parkinson's disease, heroin addiction, spastic cerebral palsy, carpal tunnel syndrome, post-traumatic stress disorder, functional dyspepsia, aphasia, epilepsy, Wilson's disease, and primary insomnia as referenced conditions",,significantly reduced,not_reported,not_reported,not_reported
37025199,not_applicable,,Symptom improvement in anxiety and depression in PTSD patients,mood,not_reported,post-electroacupuncture treatment,other,narrative,patients' symptoms improved after electroacupuncture treatment,unparseable,,,,,,,,,,,,,,,,,,,,False,"Depression; also covers anxiety, irritable bowel syndrome, stroke, Parkinson's disease, heroin addiction, spastic cerebral palsy, carpal tunnel syndrome, post-traumatic stress disorder, functional dyspepsia, aphasia, epilepsy, Wilson's disease, and primary insomnia as referenced conditions",,improved,not_reported,not_reported,not_reported
37025199,not_applicable,,Symptoms and depression relief in constipation-type irritable bowel syndrome patients,symptom_severity,not_reported,post-electroacupuncture and moxibustion treatment,other,narrative,"both electroacupuncture and moxibustion can improve symptoms and relieve depression in patients with constipation-type irritable bowel syndrome, with electroacupuncture having a more significant effect than moxibustion",unparseable,,,,,,,,,,,,,,,,,,,,False,"Depression; also covers anxiety, irritable bowel syndrome, stroke, Parkinson's disease, heroin addiction, spastic cerebral palsy, carpal tunnel syndrome, post-traumatic stress disorder, functional dyspepsia, aphasia, epilepsy, Wilson's disease, and primary insomnia as referenced conditions",,improved,electroacupuncture having a more significant effect than moxibustion,not_reported,not_reported
37025199,not_applicable,,Aphasia degree change after 8 weeks of acupuncture treatment post-stroke,function,not_reported,8 weeks post-treatment,post,narrative,the change in the degree of aphasia was related to the activation of Wernicke's language area; acupuncture treatment may be beneficial to the recovery of aphasia,unparseable,,,,,,,,,,,,,,,,,,,,False,"Depression; also covers anxiety, irritable bowel syndrome, stroke, Parkinson's disease, heroin addiction, spastic cerebral palsy, carpal tunnel syndrome, post-traumatic stress disorder, functional dyspepsia, aphasia, epilepsy, Wilson's disease, and primary insomnia as referenced conditions",,not_reported,not_reported,not_reported,not_reported
37206312,not_applicable,,MAAS (points),cognition,The Mindful Attention Awareness Scale (MAAS),baseline,baseline,mean ± SD,69.41 ± 8.23,regex,mean_sd,69.41,8.23,,,,,,,,,,,,,31.0,True,,,True,Healthy volunteers,True,not_reported,not_reported,not_reported,not_reported
37206312,not_applicable,,SAS (points),mood,The Self-rating Anxiety Scale (SAS),baseline,baseline,mean ± SD,32.70 ± 8.40,regex,mean_sd,32.7,8.4,,,,,,,,,,,,,31.0,False,20.0,80.0,True,Healthy volunteers,True,not_reported,not_reported,not_reported,not_reported
37206312,not_applicable,,SDS (points),mood,The Self-rating Depression Scale (SDS),baseline,baseline,mean ± SD,34.11 ± 10.04,regex,mean_sd,34.11,10.04,,,,,,,,,,,,,31.0,False,20.0,80.0,True,Healthy volunteers,True,not_reported,not_reported,not_reported,not_reported
37206312,not_applicable,,"Needling sensation comparison among ERR, LTRei, and LTRed",sensory,"Chinese version of the modified Massachusetts General Hospital Acupuncture Sensation Scale (C-MMASS); 10-point VAS for seven categories: soreness, numbness, fullness, heaviness, aching, throbbing, and other sensations",after each acupuncture manipulation,other,other,"F(2,60) = 2.917, p = 0.062, η2 = 0.089",unparseable,,,,,,,,,,,,,,,,31.0,False,0.0,10.0,True,Healthy volunteers,True,not_reported,"no statistically significant differences among ERR, LTRei, and LTRed",η2 = 0.089,p = 0.062
37274194,arm_MCID,other,FMA-UE,function,Fugl–Meyer Assessment upper extremity scores,Baseline,baseline,median [IQR],22.00(7.00–54.75),regex,median_iqr,27.916666666666668,35.37037037037037,,22.0,7.0,54.75,,,,,,,,,28.0,True,,,True,Ischemic stroke with unilateral motor pathway injury (basal ganglia and/or corona radiata),True,not_reported,"Z=−0.354, p=0.723",not_reported,0.723
37274194,arm_NMCID,other,FMA-UE,function,Fugl–Meyer Assessment upper extremity scores,Baseline,baseline,median [IQR],33.00(11.00–53.50),regex,median_iqr,32.5,31.48148148148148,,33.0,11.0,53.5,,,,,,,,,21.0,True,,,True,Ischemic stroke with unilateral motor pathway injury (basal ganglia and/or corona radiata),True,not_reported,"Z=−0.354, p=0.723",not_reported,0.723
37274194,arm_MCID,other,FMA-LE,function,Fugl–Meyer Assessment lower extremity scores,Baseline,baseline,median [IQR],27.00(21.00–32.00),regex,median_iqr,26.666666666666668,8.148148148148147,,27.0,21.0,32.0,,,,,,,,,28.0,True,,,True,Ischemic stroke with unilateral motor pathway injury (basal ganglia and/or corona radiata),True,not_reported,"Z=−1.600, p=0.110",not_reported,0.110
37274194,arm_NMCID,other,FMA-LE,function,Fugl–Meyer Assessment lower extremity scores,Baseline,baseline,median [IQR],20.00(13.00–30.00),regex,median_iqr,21.0,12.592592592592592,,20.0,13.0,30.0,,,,,,,,,21.0,True,,,True,Ischemic stroke with unilateral motor pathway injury (basal ganglia and/or corona radiata),True,not_reported,"Z=−1.600, p=0.110",not_reported,0.110
37274194,arm_MCID,other,FMA-total,function,Fugl–Meyer Assessment total scores,Baseline,baseline,median [IQR],48.00(27.00–84.50),regex,median_iqr,53.166666666666664,42.59259259259259,,48.0,27.0,84.5,,,,,,,,,28.0,True,,,True,Ischemic stroke with unilateral motor pathway injury (basal ganglia and/or corona radiata),True,not_reported,"Z=−0.455, p=0.649",not_reported,0.649
