pmid,arm_id,arm_label,arm_type,outcome_measure,outcome_domain,scale_name,timepoint,reporting_format,value,n_analyzed,within_group_change,between_group_difference,effect_size_reported,statistical_test,p_value,analysis_population,disease_condition
32807158,arm_included_studies,Included acupuncture-neuroimaging studies (n=168),other,Average sample size per group for studies performed on patients,other,not_reported,1995–2014,mean,"16 participants per group; maximal 55, minimal 1",25.0,not_reported,not_reported,not_reported,not_reported,not_reported,studies performed on patients,"Multiple; includes healthy volunteers and patients with neurological, pain, psychosomatic, gastroenterological, pediatric, rheumatological, dermatological, and ophthalmological conditions"
32807158,arm_included_studies,Included acupuncture-neuroimaging studies (n=168),other,Average sample size per group for studies performed on healthy subjects,other,not_reported,1995–2014,mean,"14 per group; maximal 48, minimal 1",122.0,not_reported,not_reported,not_reported,not_reported,not_reported,studies performed on healthy subjects,"Multiple; includes healthy volunteers and patients with neurological, pain, psychosomatic, gastroenterological, pediatric, rheumatological, dermatological, and ophthalmological conditions"
32807158,arm_included_studies,Included acupuncture-neuroimaging studies (n=168),other,Number of studies performed on healthy subjects,other,not_reported,1995–2014,count,122 studies (72.78%),168.0,not_reported,not_reported,not_reported,not_reported,not_reported,all 168 included studies,"Multiple; includes healthy volunteers and patients with neurological, pain, psychosomatic, gastroenterological, pediatric, rheumatological, dermatological, and ophthalmological conditions"
32807158,arm_included_studies,Included acupuncture-neuroimaging studies (n=168),other,Number of studies performed on patients,other,not_reported,1995–2014,count,25 studies,168.0,not_reported,not_reported,not_reported,not_reported,not_reported,all 168 included studies,"Multiple; includes healthy volunteers and patients with neurological, pain, psychosomatic, gastroenterological, pediatric, rheumatological, dermatological, and ophthalmological conditions"
32807158,arm_included_studies,Included acupuncture-neuroimaging studies (n=168),other,Number of studies recruiting both healthy subjects and patients,other,not_reported,1995–2014,count,21 studies,168.0,not_reported,not_reported,not_reported,not_reported,not_reported,all 168 included studies,"Multiple; includes healthy volunteers and patients with neurological, pain, psychosomatic, gastroenterological, pediatric, rheumatological, dermatological, and ophthalmological conditions"
32807158,arm_included_studies,Included acupuncture-neuroimaging studies (n=168),other,Average age range of healthy subjects across included studies,other,not_reported,1995–2014,mean,average age range 18.3 years old; maximal age range 62; minimal age range 3,,not_reported,not_reported,not_reported,not_reported,not_reported,100 studies that described the age range of participants,"Multiple; includes healthy volunteers and patients with neurological, pain, psychosomatic, gastroenterological, pediatric, rheumatological, dermatological, and ophthalmological conditions"
32807158,arm_included_studies,Included acupuncture-neuroimaging studies (n=168),other,Average age range of patients across included studies,other,not_reported,1995–2014,mean,average age range 29 years old; maximal age range 57; minimal age range 6,,not_reported,not_reported,not_reported,not_reported,not_reported,100 studies that described the age range of participants,"Multiple; includes healthy volunteers and patients with neurological, pain, psychosomatic, gastroenterological, pediatric, rheumatological, dermatological, and ophthalmological conditions"
32807158,arm_included_studies,Included acupuncture-neuroimaging studies (n=168),other,Gender of participants reported,other,not_reported,1995–2014,count,159 studies described gender (56.7% male and 43.3% female); 9 studies did not mention gender,168.0,not_reported,not_reported,not_reported,not_reported,not_reported,all 168 included studies,"Multiple; includes healthy volunteers and patients with neurological, pain, psychosomatic, gastroenterological, pediatric, rheumatological, dermatological, and ophthalmological conditions"
32807158,arm_included_studies,Included acupuncture-neuroimaging studies (n=168),other,Studies that described and restricted the race of participants,other,not_reported,1995–2014,count,14 studies (8.33%),168.0,not_reported,not_reported,not_reported,not_reported,not_reported,all 168 included studies,"Multiple; includes healthy volunteers and patients with neurological, pain, psychosomatic, gastroenterological, pediatric, rheumatological, dermatological, and ophthalmological conditions"
32807158,arm_included_studies,Included acupuncture-neuroimaging studies (n=168),other,Studies that asked for right-hand participants in inclusion criteria,other,not_reported,1995–2014,count,136 studies,168.0,not_reported,not_reported,not_reported,not_reported,not_reported,all 168 included studies,"Multiple; includes healthy volunteers and patients with neurological, pain, psychosomatic, gastroenterological, pediatric, rheumatological, dermatological, and ophthalmological conditions"
32807158,arm_included_studies,Included acupuncture-neuroimaging studies (n=168),other,Studies performing psychological assessment on participants,mood,"SDS, SAS, BDI, STAI",1995–2014,count,4 studies; SDS and SAS used in 2 studies; BDI used in 1 study; STAI used in 1 study,168.0,not_reported,not_reported,not_reported,not_reported,not_reported,all 168 included studies,"Multiple; includes healthy volunteers and patients with neurological, pain, psychosomatic, gastroenterological, pediatric, rheumatological, dermatological, and ophthalmological conditions"
32807158,arm_included_studies,Included acupuncture-neuroimaging studies (n=168),other,Studies describing participants as acupuncture naive,other,not_reported,1995–2014,count,73 articles described participants as acupuncture naive; 81 articles total described acupuncture experience; 44.04% of studies had acupuncture naive participants,168.0,not_reported,not_reported,not_reported,not_reported,not_reported,all 168 included studies,"Multiple; includes healthy volunteers and patients with neurological, pain, psychosomatic, gastroenterological, pediatric, rheumatological, dermatological, and ophthalmological conditions"
32807158,arm_included_studies,Included acupuncture-neuroimaging studies (n=168),other,Studies that mentioned ethical review,other,not_reported,1995–2014,count,139 studies,168.0,not_reported,not_reported,not_reported,not_reported,not_reported,all 168 included studies,"Multiple; includes healthy volunteers and patients with neurological, pain, psychosomatic, gastroenterological, pediatric, rheumatological, dermatological, and ophthalmological conditions"
32807158,arm_included_studies,Included acupuncture-neuroimaging studies (n=168),other,Studies performed with the cooperation of more than two countries,other,not_reported,1995–2014,percentage,60 studies (63.7%),168.0,not_reported,not_reported,not_reported,not_reported,not_reported,all 168 included studies,"Multiple; includes healthy volunteers and patients with neurological, pain, psychosomatic, gastroenterological, pediatric, rheumatological, dermatological, and ophthalmological conditions"
32807158,arm_included_studies,Included acupuncture-neuroimaging studies (n=168),other,Proportion of studies using manual acupuncture as intervention method (1995–2014),other,not_reported,1995–2014,percentage,66.27% (111 studies),168.0,not_reported,not_reported,not_reported,not_reported,not_reported,all 168 included studies,"Multiple; includes healthy volunteers and patients with neurological, pain, psychosomatic, gastroenterological, pediatric, rheumatological, dermatological, and ophthalmological conditions"
32807158,arm_included_studies,Included acupuncture-neuroimaging studies (n=168),other,Proportion of studies using electroacupuncture as intervention method (1995–2014),other,not_reported,1995–2014,percentage,18.93% (32 studies),168.0,not_reported,not_reported,not_reported,not_reported,not_reported,all 168 included studies,"Multiple; includes healthy volunteers and patients with neurological, pain, psychosomatic, gastroenterological, pediatric, rheumatological, dermatological, and ophthalmological conditions"
32807158,arm_included_studies,Included acupuncture-neuroimaging studies (n=168),other,Studies that described manipulation procedure of acupuncture,other,not_reported,1995–2014,count,134 articles (79.88%),168.0,not_reported,not_reported,not_reported,not_reported,not_reported,all 168 included studies,"Multiple; includes healthy volunteers and patients with neurological, pain, psychosomatic, gastroenterological, pediatric, rheumatological, dermatological, and ophthalmological conditions"
32807158,arm_included_studies,Included acupuncture-neuroimaging studies (n=168),other,Studies that mentioned the qualification of acupuncturists,other,not_reported,1995–2014,count,99 articles (59.5%),168.0,not_reported,not_reported,not_reported,not_reported,not_reported,all 168 included studies,"Multiple; includes healthy volunteers and patients with neurological, pain, psychosomatic, gastroenterological, pediatric, rheumatological, dermatological, and ophthalmological conditions"
32807158,arm_included_studies,Included acupuncture-neuroimaging studies (n=168),other,Number of studies on Stroke,other,not_reported,1995–2014,count,12 studies,,not_reported,not_reported,not_reported,not_reported,not_reported,patient studies,"Multiple; includes healthy volunteers and patients with neurological, pain, psychosomatic, gastroenterological, pediatric, rheumatological, dermatological, and ophthalmological conditions"
32807158,arm_included_studies,Included acupuncture-neuroimaging studies (n=168),other,Number of studies on Alzheimer's disease,other,not_reported,1995–2014,count,2 studies,,not_reported,not_reported,not_reported,not_reported,not_reported,patient studies,"Multiple; includes healthy volunteers and patients with neurological, pain, psychosomatic, gastroenterological, pediatric, rheumatological, dermatological, and ophthalmological conditions"
32807158,arm_included_studies,Included acupuncture-neuroimaging studies (n=168),other,Number of studies on Bell's palsy,other,not_reported,1995–2014,count,2 studies,,not_reported,not_reported,not_reported,not_reported,not_reported,patient studies,"Multiple; includes healthy volunteers and patients with neurological, pain, psychosomatic, gastroenterological, pediatric, rheumatological, dermatological, and ophthalmological conditions"
32807158,arm_included_studies,Included acupuncture-neuroimaging studies (n=168),other,Number of studies on Mild cognitive impairment,other,not_reported,1995–2014,count,2 studies,,not_reported,not_reported,not_reported,not_reported,not_reported,patient studies,"Multiple; includes healthy volunteers and patients with neurological, pain, psychosomatic, gastroenterological, pediatric, rheumatological, dermatological, and ophthalmological conditions"
32807158,arm_included_studies,Included acupuncture-neuroimaging studies (n=168),other,Number of studies on Parkinson's disease,other,not_reported,1995–2014,count,2 studies,,not_reported,not_reported,not_reported,not_reported,not_reported,patient studies,"Multiple; includes healthy volunteers and patients with neurological, pain, psychosomatic, gastroenterological, pediatric, rheumatological, dermatological, and ophthalmological conditions"
32807158,arm_included_studies,Included acupuncture-neuroimaging studies (n=168),other,Number of studies on Vascular aphasia,other,not_reported,1995–2014,count,1 study,,not_reported,not_reported,not_reported,not_reported,not_reported,patient studies,"Multiple; includes healthy volunteers and patients with neurological, pain, psychosomatic, gastroenterological, pediatric, rheumatological, dermatological, and ophthalmological conditions"
32807158,arm_included_studies,Included acupuncture-neuroimaging studies (n=168),other,Number of studies on Carpal tunnel syndrome,other,not_reported,1995–2014,count,5 studies,,not_reported,not_reported,not_reported,not_reported,not_reported,patient studies,"Multiple; includes healthy volunteers and patients with neurological, pain, psychosomatic, gastroenterological, pediatric, rheumatological, dermatological, and ophthalmological conditions"
32807158,arm_included_studies,Included acupuncture-neuroimaging studies (n=168),other,Number of studies on Migraine,other,not_reported,1995–2014,count,2 studies,,not_reported,not_reported,not_reported,not_reported,not_reported,patient studies,"Multiple; includes healthy volunteers and patients with neurological, pain, psychosomatic, gastroenterological, pediatric, rheumatological, dermatological, and ophthalmological conditions"
32807158,arm_included_studies,Included acupuncture-neuroimaging studies (n=168),other,Number of studies on Chronic low back pain,other,not_reported,1995–2014,count,1 study,,not_reported,not_reported,not_reported,not_reported,not_reported,patient studies,"Multiple; includes healthy volunteers and patients with neurological, pain, psychosomatic, gastroenterological, pediatric, rheumatological, dermatological, and ophthalmological conditions"
32807158,arm_included_studies,Included acupuncture-neuroimaging studies (n=168),other,Number of studies on Fibromyalgia,other,not_reported,1995–2014,count,1 study,,not_reported,not_reported,not_reported,not_reported,not_reported,patient studies,"Multiple; includes healthy volunteers and patients with neurological, pain, psychosomatic, gastroenterological, pediatric, rheumatological, dermatological, and ophthalmological conditions"
32807158,arm_included_studies,Included acupuncture-neuroimaging studies (n=168),other,Number of studies on Chronic knee osteoarthritis pain,other,not_reported,1995–2014,count,1 study,,not_reported,not_reported,not_reported,not_reported,not_reported,patient studies,"Multiple; includes healthy volunteers and patients with neurological, pain, psychosomatic, gastroenterological, pediatric, rheumatological, dermatological, and ophthalmological conditions"
32807158,arm_included_studies,Included acupuncture-neuroimaging studies (n=168),other,Number of studies on Musculoskeletal disease,other,not_reported,1995–2014,count,1 study,,not_reported,not_reported,not_reported,not_reported,not_reported,patient studies,"Multiple; includes healthy volunteers and patients with neurological, pain, psychosomatic, gastroenterological, pediatric, rheumatological, dermatological, and ophthalmological conditions"
